Violation Code,Violation Precinct,Registration State,Vehicle Make,Violation Time,Violation County,Vehicle Color
46,102,NY,NISSA,0400P,Q,
19,102,NY,BMW,0311A,Q,WHT
98,100,NY,HONDA,1109A,Q,GRY
98,113,NY,ACURA,0958P,Q,BLK
40,24,NJ,HONDA,0847P,NY,WHITE
40,24,NY,PORSC,0527P,NY,GREY
14,26,NY,TOYOT,0507P,NY,
14,71,NY,FORD,1011A,K,GY
40,30,NY,INFIN,1122P,,
19,30,FL,ACURA,0935A,NY,GRY
40,30,NY,VOLKS,1027P,NY,BLACK
19,30,NY,TOYOT,0555P,NY,GRAY
19,30,NY,DODGE,0530P,NY,BLK
40,30,NY,ME/BE,1225A,NY,BLK
19,30,NY,ACURA,0139A,NY,WHT
40,30,NY,CHRYS,0123A,NY,RED
19,30,NJ,HONDA,1234A,NY,BL
83,30,NY,NISSA,0930A,,GY
40,30,SC,ME/BE,0943A,NY,BL
20,30,NY,JEEP,1156P,NY,WHT
98,113,NY,FORD,0939A,Q,GR
98,113,NY,HONDA,0315A,,BL
98,105,NY,VOLKS,0326A,,SILVE
46,32,NY,NISSA,1237A,NY,GY
40,32,PA,CHEVR,0810A,NY,GD
99,32,PA,CHEVR,0810A,NY,GOLD
7,0,NY,SUBAR,0328P,ST,GY
7,0,NY,NISSA,0327P,QN,GY
7,0,NY,CHRYS,0323P,BK,GL
7,0,NY,SMART,0319P,BK,GRBK
7,0,NY,TOYOT,0315P,QN,BK
7,0,NY,CHEVR,0315P,MN,BK
40,106,NY,ME/BE,0950A,Q,GREY
50,100,NY,TOYOT,1014P,Q,BLU
98,106,NY,TOYOT,0835A,Q,GY
71,33,NY,HONDA,0615P,NY,BLACK
20,33,NY,TOYOT,0555P,NY,GRAY
20,33,NY,NISSA,0443P,NY,RED
71,102,NY,TOYOT,0902A,Q,
61,102,NY,CHRYS,1250A,Q,WH
40,115,NY,HONDA,0900A,Q,BLACK
14,115,PA,ACURA,0730A,Q,BLACK
98,115,NY,NISSA,0220P,Q,GRY
14,104,NY,INFIN,0112A,Q,GRA
40,104,NY,CADIL,1247A,Q,BK
46,104,NY,ME/BE,0401P,Q,BK
98,108,NY,NISSA,0535P,Q,GY
98,111,NY,HONDA,0810P,Q,BLK
98,109,NJ,HONDA,0700A,Q,GY
14,109,NY,NISSA,0426A,Q,
40,109,TX,KIA,0230A,Q,GRAY
40,122,NY,INFIN,0205A,R,BK
98,122,PA,FORD,0940P,R,
20,110,NY,KIA,0114P,Q,RED
21,60,NY,NISSA,0822A,K,GRAY
98,122,NY,HYUND,0308A,,
20,19,NY,VOLVO,0420P,NY,BLUE
14,19,NY,MITSU,0315A,NY,GRY
40,19,NY,HYUND,0209P,NY,SILVR
40,24,NY,HONDA,0340A,NY,WH
40,48,NY,CHEVR,0701P,,BL
67,48,NY,SUBAR,0455P,,
71,44,NY,BMW,1000P,BX,WH
71,50,NY,TOYOT,0450P,BX,GY
71,47,NY,INFIN,0850P,,
98,47,99,MERCU,0935A,,BLK
46,47,NY,MECCU,0935A,BX,BLACK
40,46,NY,ROVER,0325A,BX,WHITE
99,43,NY,BMW,0400P,BX,GRAY
98,43,NY,BMW,0400P,BX,GRAY
98,43,NY,TOYOT,0835P,BX,GRY
40,43,NY,NISSA,1220P,BX,GY
40,83,NY,DODGE,0200A,K,BLUE
40,83,NY,HONDA,0220A,K,GREY
46,83,NY,FORD,1137A,K,GRY
98,83,NY,CHEVR,1147A,K,BLK
67,83,AK,NISSA,0928A,K,GRAY
46,83,PA,DODGE,0853A,K,GRAY
40,77,NY,NISSA,0745P,K,SILVE
40,77,NY,HONDA,0250P,K,WHITE
46,77,NY,NISSA,1010P,K,WH
98,94,NY,YW,0627P,K,BLK
19,94,NJ,NISSA,0112A,K,GRY
14,81,NY,,0730P,,BLK
14,81,NY,CADIL,0730P,,BLK
78,79,GA,INTER,0214A,K,WHITE
19,88,NJ,HONDA,0343A,K,WH
46,72,NY,GMC,0450P,K,BLK
19,72,NY,ME/BE,0237A,K,BLK
95,72,NY,TOYOT,1039P,,GRAY
14,70,NY,DODGE,0627P,K,TAN
40,70,NY,BMW,0624P,K,
98,70,NY,HONDA,1120A,K,TAN
40,71,NY,TOYOT,0630P,K,GY
40,71,99,FORD,0545P,K,BLK
98,67,NY,CHRYS,0248P,K,GRY
20,5,NY,AUDI,0612P,NY,BK
98,68,PA,TOYOT,0146A,K,GRAY
14,68,NY,TOYOT,1240P,K,GREY
14,68,NY,TOYOT,1234P,K,BLACK
40,69,NY,JEEP,0900A,K,BK
19,30,NY,TOYOT,0135A,NY,RED
19,30,NY,TOYOT,1253A,NY,GREEN
19,30,NY,MERCU,1230A,NY,BLK
40,30,NY,HONDA,1256P,NY,GRY
19,69,NY,TOYOT,0859A,K,BLK
19,69,FL,KIA,0851A,K,WHITE
40,69,NY,LEXUS,0110A,K,GY
40,69,NY,TOYOT,0104A,K,GY
21,20,NY,DODGE,0412P,NY,GRAY
20,20,PA,SUBAR,0410P,NY,BK
40,37,NY,TOYOT,1058P,NY,WH
40,77,NY,DODGE,0608P,NY,BL
46,32,NY,CHRYS,1052A,NY,BLACK
50,102,NY,HONDA,1107P,Q,BLK
46,102,PA,KIA,0400P,Q,SILVE
40,46,NJ,HONDA,0128A,BX,GRAY
46,46,NY,HONDA,1241A,BX,GRAY
51,121,NY,BMW,0850A,R,BLK
71,121,NY,CHEVR,0131P,R,BLK
98,120,NY,HONDA,0630P,R,RED
14,120,PA,INFIN,0206A,R,BLACK
40,34,NY,ME/BE,0630A,NY,GY
98,0,NY,NISSA,0357A,K,BLACK
98,70,NY,ME/BE,0250A,K,BLK
14,84,NY,NISSA,0820A,K,BLUE
40,77,NY,DODGE,0120A,K,BLACK
74,77,NY,BMW,0214A,K,BLK
40,77,NY,KIA3,1255A,K,GY
14,63,NY,BMW,1150P,K,BLK
14,104,NY,FORD,0715P,Q,
40,104,NJ,DODGE,0522P,Q,GRAY
14,104,NY,CHEVR,0412P,Q,BLK
40,104,NY,HONDA,0402P,Q,BLK
40,104,NY,CHEVR,0241P,Q,WHITE
40,104,NY,HONDA,0212P,Q,BLK
20,109,NY,TOYOT,0120A,Q,GRAY
98,109,NY,KIA,0648A,Q,WHITE
14,109,PA,SUZUK,0150A,Q,GRAY
14,109,NY,KIA,0349A,Q,WHITE
14,109,NY,KIA,0150A,Q,WHITE
67,90,NY,FORD,1150A,K,TAN
50,88,NY,ME/BE,0346A,K,BLK
40,88,NY,INFIN,0436A,K,GREY
19,88,NY,ME/BE,0342A,K,GRAY
40,43,NY,LEXUS,0837P,BX,WHT
67,43,NY,TOYOT,0808P,BX,BLK
67,43,NY,NISSA,0429P,BX,WHT
20,43,NY,TOYOT,0814P,BX,GRAY
20,110,NJ,NISSA,0126P,Q,BLACK
20,110,NY,ME/BE,0111P,Q,GRAY
20,110,NJ,DODGE,0115P,Q,WHITE
40,67,NY,NISSA,0125A,K,GY
40,42,NY,CHEVR,0718A,BX,BLUE
14,68,NY,FORD,0246P,K,
98,110,NY,HONDA,0645P,Q,BLK
71,111,NY,NISSA,1000A,,WHT
71,111,NY,TOYOT,1021A,Q,GRY
71,111,NY,JEEP,1120A,Q,GRY
98,109,NY,HONDA,1205P,Q,GRAY
20,109,NY,FORD,1201P,Q,BLUE
71,32,NY,CHRYS,0710P,NY,WHITE
71,32,NY,TOYOT,1017P,NY,WHITE
40,32,CT,TOYOT,0814P,NY,RED
71,32,NY,TOYOT,0730P,NY,BK
71,32,NY,DODGE,0719P,NY,SIL
71,32,NY,NISSA,0655P,NY,SILVE
46,17,NY,PETER,1120A,NY,
20,13,NY,,1018A,NY,WH
46,34,NY,CHEVR,1217P,,
46,34,VA,NISSA,1215P,,
40,104,ME,FORD,0220A,Q,
21,9,MA,CHEVR,0930A,NY,BLUE
46,84,NY,MINE,0335P,K,WHITE
14,84,NY,TOYOT,0448P,K,WHITE
21,72,IN,MAZDA,0138A,K,WHITE
98,43,NJ,JEEP,1236P,BX,WHITE
19,32,NC,DODGE,0205A,NY,GRAY
40,75,VA,JEEP,0918A,K,GREY
20,44,NY,HONDA,0600P,BX,WHITE
51,123,CT,CHEVR,0610A,R,GY
40,9,NJ,VOLKS,0858P,NY,BLUE
46,9,NJ,CHEVR,0718P,NY,BLK
40,9,NY,ME/BE,0501P,NY,GREY
46,9,NY,,0559P,NY,GRN
45,9,NY,MACK,0559P,,GRN
98,90,NY,JEEP,0250P,K,GRY
98,70,QB,FRUEH,0637A,K,WT
20,13,NY,ME/BE,0423P,NY,WHITE
20,13,MA,DODGE,0400P,NY,BLK
14,13,99,FRUEH,0426P,NY,BR
20,13,NY,FRUEH,0419P,NY,WH
20,13,NY,FRUEH,0416P,NY,BR
14,20,NY,INTER,0622P,NY,BRN
46,20,NY,FORD,0621P,NY,WT
46,1,NY,FRUEH,1134A,NY,BR
46,1,NY,FRUEH,0223P,NY,WHITE
46,1,NY,FRUEH,0223P,NY,BRN
14,1,NY,,0105P,NY,WHT
14,7,NY,FORD,0155P,NY,WHT
40,9,99,FORD,0920P,NY,WHT
10,1,NY,TOYOT,0314P,NY,YEL
45,31,NY,HONDA,0257P,,
21,110,NY,CHRYS,0808A,Q,GREY
21,75,FL,HYUND,0844A,K,BK
46,71,NY,HYUND,0456P,K,GY
46,78,NY,INFIN,0855A,K,GY
21,79,NY,HYUND,0242A,K,BLUE
40,1,NY,FORD,0132P,K,WT
21,72,NY,JEEP,0133A,K,WHITE
17,110,NY,HONDA,1020A,Q,BK
40,9,NY,TOYOT,0906P,NY,RED
40,9,NY,TOYOT,0455P,NY,WHT
46,9,NY,SUBAR,0504P,NY,BLUE
20,13,NY,TOYOT,0355P,NY,GN
20,84,NY,ME/BE,0200P,K,BLK
46,84,PA,GMC,1048A,K,WHITE
98,83,NY,FORD,1154P,K,BLK
98,79,NY,ROVER,1245A,K,WH
20,75,PA,DODGE,0410P,K,GRAY
17,5,NY,JEEP,0725A,NY,BLACK
17,5,NY,BMW,0716A,NY,GREY
17,5,99,DODGE,0715A,NY,BLACK
17,74,NY,AUDI,1110A,,SILVE
71,120,NY,CADIL,1016A,R,GRAY
31,14,GA,BMW,0633P,NY,BLACK
31,14,NJ,CHRYS,0630P,NY,GREY
31,14,NY,GMC,0626P,NY,BK
31,14,NJ,LINCO,0623P,NY,BLACK
31,14,NJ,HONDA,0621P,NY,BLACK
69,14,NJ,FORD,0615P,NY,WHITE
38,14,NY,FRUEH,0607P,NY,WHITE
54,14,NY,TOYOT,0603P,NY,GY
13,14,NY,NISSA,0602P,NY,YW
14,14,NY,LEXUS,0505P,NY,DKG
31,14,CT,BMW,0501P,NY,BLUE
14,14,NY,FRUEH,0456P,NY,WHITE
23,14,NY,HIN,0449P,NY,WH
19,14,NY,LINCO,0439P,NY,BK
31,14,NJ,SUBAR,0434P,NY,BLACK
14,14,NY,GMC,0242P,NY,BROWN
14,14,NJ,FORD,0124P,NY,WHITE
40,14,NY,FORD,0111P,NY,WH
84,14,PA,FRUEH,0104P,NY,ORANG
47,14,NY,MACK,0101P,NY,BL
71,14,NY,FORD,1207P,NY,BK
10,14,NY,CHEVR,1205P,NY,BK
47,14,NJ,ME/BE,1153A,NY,WHITE
19,14,NY,CADIL,1151A,NY,BK
46,14,NY,FORD,1126A,NY,YW
46,14,NY,TOYOT,1123A,NY,YW
46,14,NY,TOYOT,1116A,NY,YW
31,14,NY,CHEVR,1114A,NY,GY
71,14,NY,CHEVR,1112A,NY,WH
70,14,NY,FORD,1106A,NY,GY
71,14,NY,LEXUS,1102A,NY,GY
71,14,NY,CHEVR,1100A,NY,WH
31,14,NJ,DODGE,1058A,NY,BLACK
82,14,NJ,DODGE,1057A,NY,BLACK
14,14,NJ,FRUEH,1052A,NY,WHITE
31,14,NJ,TOYOT,1048A,NY,BLUE
31,14,NY,CHEVR,1046A,NY,RD
82,14,NY,CHEVR,1045A,NY,RD
14,14,NY,FORD,1027A,NY,WH
71,14,NY,MACK,0933A,NY,GY
70,14,NY,MACK,0932A,NY,GY
46,14,NY,NISSA,0803A,NY,YW
31,14,NY,DODGE,0800A,NY,WH
82,14,NY,DODGE,0800A,NY,WH
69,14,NY,HIN,0755A,NY,WH
84,14,NJ,INTER,0753A,NY,GREEN
69,14,NJ,INTER,0752A,NY,GREEN
14,14,NY,HIN,0750A,NY,BL
69,14,NY,FRUEH,0746A,NY,RD
47,14,NY,UTILI,0742A,NY,WH
46,14,MN,FRUEH,0740A,NY,WHITE
82,14,MN,FRUEH,0739A,NY,WHITE
50,110,NY,NISSA,0115P,Q,GY
21,115,NY,TOYOT,1254P,Q,GY
21,115,NY,BMW,1248P,Q,BK
71,115,NY,LEXUS,1240P,Q,TN
21,115,NJ,TOYOT,1158A,Q,TAN
21,115,NY,NISSA,1155A,Q,BK
21,115,NY,NISSA,1151A,Q,BK
21,115,NY,HYUND,1149A,Q,GY
21,115,VA,HONDA,1144A,Q,SILVE
21,115,NY,INFIN,1138A,Q,GREY
21,115,NY,HONDA,1137A,Q,GY
21,115,NY,HONDA,1136A,Q,GY
38,110,IN,MACK,1057A,Q,WHITE
10,110,NY,INTER,1034A,Q,WH
21,108,NY,FORD,1013A,Q,RD
21,108,WA,JAGUA,1008A,Q,RED
71,108,NY,ISUZU,1004A,Q,WH
21,108,NY,DODGE,0954A,Q,GY
71,108,NY,TOYOT,0952A,Q,GR
21,108,NY,NISSA,0951A,Q,GY
20,108,NY,ACURA,0944A,Q,BK
21,108,NY,TOYOT,0942A,Q,RD
21,108,NY,TOYOT,0938A,Q,GR
21,108,WA,NISSA,0935A,Q,BLACK
20,108,MA,NISSA,0929A,Q,BLACK
20,108,NY,TOYOT,0928A,Q,BK
21,108,NY,CHEVR,0921A,Q,RD
21,108,TX,CHEVR,0917A,Q,WHITE
21,108,NY,TOYOT,0909A,Q,BK
21,108,NY,TOYOT,0906A,Q,BK
21,110,NY,TOYOT,0857A,Q,GY
21,115,NY,TOYOT,0849A,Q,GY
21,115,NJ,NISSA,0847A,Q,BLACK
21,115,NY,TOYOT,0844A,Q,GY
21,115,NY,LINCO,0841A,Q,GR
21,115,NY,CHEVR,0841A,Q,DK/
20,115,NJ,HYUND,0832A,Q,GREY
46,108,NY,CHEVR,0829A,Q,BK
71,108,NY,HONDA,0825A,Q,BK
20,102,CT,SCION,1116A,Q,OTHER
21,102,CT,TOYOT,0949A,Q,WHITE
21,102,NY,LINCO,0948A,Q,GY
21,102,NY,LEXUS,0944A,Q,BL
21,102,IN,CHEVR,0938A,Q,WHITE
21,102,NY,TOYOT,0936A,Q,GY
71,102,NY,TOYOT,0915A,Q,GY
20,102,NY,FORD,0905A,Q,WH
20,102,NY,TOYOT,0901A,Q,TN
21,107,NY,CHEVR,0746A,Q,GY
71,109,NY,LEXUS,0516P,Q,GY
38,109,NY,TOYOT,0507P,Q,BL
14,109,NY,FRUEH,0407P,Q,WHITE
71,109,NY,TOYOT,0240P,Q,GY
14,109,NY,FORD,0219P,Q,YW
37,109,NY,VOLKS,0214P,Q,BK
70,109,NY,MITSU,0206P,Q,WH
46,109,NY,FRUEH,0200P,Q,WH
71,71,NY,FORD,0343P,K,GY
71,71,NY,HYUND,0247P,K,BR
71,71,NY,MITSU,0155P,K,RD
21,71,NY,NISSA,0113P,K,BK
37,109,NY,JEEP,0154P,Q,BL
71,109,NY,FORD,1254P,Q,GY
62,109,NY,FORD,1231P,Q,BK
18,109,NY,THOMA,1215P,Q,YW
14,109,NY,MITSU,1212P,Q,WH
38,109,FL,DODGE,1209P,Q,BLACK
14,109,PA,FRUEH,1203P,Q,YELLO
71,109,NY,CADIL,1145A,Q,WH
71,24,NY,MITSU,0217P,NY,TN
16,24,NY,MERCU,1245P,NY,WH
10,24,NY,TOYOT,1240P,NY,YW
21,26,MA,HUMME,1209P,NY,SILVE
21,26,NY,DODGE,1208P,NY,WH
21,26,CA,MAZDA,1206P,NY,RED
21,26,NY,NISSA,1158A,NY,GY
21,26,VA,SUBAR,1146A,NY,GOLD
21,26,NY,JEEP,1143A,NY,BK
21,26,NY,HUMME,1123A,NY,BK
21,26,NY,HONDA,1114A,NY,GY
40,28,NY,FORD,1110A,NY,WH
70,28,NY,TOYOT,1027A,NY,GR
71,28,NY,TOYOT,1023A,NY,BK
70,28,NY,ME/BE,1002A,NY,BK
71,113,NY,VOLVO,0350P,Q,GY
71,113,NY,BMW,0348P,Q,GY
70,113,NY,LINCO,0347P,Q,BK
40,113,NY,BMW,0325P,Q,BK
70,113,NY,ACURA,0316P,Q,GY
71,113,NY,ACURA,0254P,Q,BL
71,113,NY,HONDA,0246P,Q,BR
71,113,NY,CADIL,0239P,Q,WH
71,113,NY,HONDA,0237P,Q,GY
71,113,NY,FORD,0222P,Q,BK
70,113,NY,MAZDA,0217P,Q,GR
21,102,NY,ACURA,0107P,Q,BK
21,102,NY,NISSA,1259P,Q,WH
21,102,NY,FORD,1252P,Q,GY
21,102,NY,TOYOT,1249P,Q,GY
21,75,OH,HONDA,0819A,K,BLACK
21,75,VA,NISSA,0816A,K,GREY
21,75,GA,ACURA,0809A,K,BLACK
70,75,NY,DODGE,0733A,K,GY
14,75,NY,NISSA,0726A,K,WH
71,45,NY,JEEP,0557P,BX,GREY
14,45,NY,JEEP,0555P,BX,WH
71,45,NY,VOLVO,0442P,BX,WH
71,45,NY,MERCU,0439P,BX,WH
71,45,NY,DODGE,0434P,BX,GY
70,66,NY,HONDA,0811A,K,GREY
21,66,NY,HONDA,0810A,K,GREY
21,66,NY,TOYOT,0740A,K,TN
21,63,NY,MCI,0738A,K,
14,63,NY,INFIN,0725A,K,BK
14,63,OK,FORD,0722A,K,WHITE
14,63,NY,HONDA,0718A,K,WH
14,63,GA,KIA,0713A,K,GREY
14,63,LA,LEXUS,0709A,K,BLACK
14,63,NY,HIN,0708A,K,WH
14,63,NY,ISUZU,0707A,K,WH
14,63,MD,HONDA,0633A,K,BLUE
14,63,KY,NISSA,0626A,K,GREY
71,63,NY,NISSA,0623A,K,BK
40,63,GA,NISSA,0617A,K,WHITE
14,63,MA,HYUND,0613A,K,BLACK
71,67,NY,TOYOT,0552A,K,TN
20,26,NY,HONDA,1018A,NY,TN
71,34,NY,TOYOT,0843A,NY,TN
70,34,NY,TOYOT,0824A,NY,GY
21,34,NY,INTER,0819A,NY,WHITE
21,34,NY,CHEVR,0814A,NY,WH
21,34,NY,TOYOT,0809A,NY,BK
70,34,NY,TOYOT,0808A,NY,BK
71,34,NY,TOYOT,0804A,NY,GY
71,34,NY,HONDA,0803A,NY,BK
70,34,NY,HONDA,0753A,NY,BK
40,34,CT,VOLKS,0749A,NY,GREY
20,34,CT,DODGE,0746A,NY,BLACK
50,34,TX,LINCO,0703A,NY,SILVE
40,34,FL,VOLKS,0701A,NY,SILVE
84,34,IN,FRUEH,0635A,NY,WHITE
48,34,IN,FRUEH,0633A,NY,WHITE
20,34,NJ,JEEP,0620A,NY,GREY
14,102,NY,TOYOT,1053P,Q,TN
77,102,NY,INTER,1039P,Q,YW
38,112,NJ,HONDA,0950P,Q,BLUE
19,112,NY,FRUEH,0939P,Q,WH
71,112,NY,ACURA,0910P,Q,GY
38,112,NY,ACURA,0909P,Q,GY
38,112,NY,HONDA,0847P,Q,GY
38,112,NY,DODGE,0803P,Q,RD
38,112,NY,NISSA,0742P,Q,BL
20,102,NY,CHEVR,0510P,Q,WH
37,102,NY,TOYOT,0425P,Q,BLACK
38,102,NY,TOYOT,0157P,Q,GY
71,102,NY,GMC,0150P,Q,GY
37,102,NY,CHEVR,0148P,Q,WH
31,14,MA,TOYOT,0926A,NY,BLUE
71,14,NY,ME/BE,0924A,NY,BK
37,102,NY,CHEVR,0145P,Q,WH
20,102,NY,CHEVR,0139P,Q,WHITE
19,102,NY,HONDA,0126P,Q,GY
21,102,NJ,CHEVR,0119P,Q,BLUE
71,102,NY,INFIN,0109P,Q,WH
71,102,NY,TOYOT,0107P,Q,GY
21,102,MD,DODGE,0106P,Q,SILVE
21,102,NY,FORD,0104P,Q,WH
21,102,NY,TOYOT,1259P,Q,WH
21,102,NC,DODGE,1256P,Q,GREY
21,102,NY,NISSA,1243P,Q,RD
21,102,NY,CHEVR,1238P,Q,WHITE
21,102,TX,INFIN,1236P,Q,BLACK
37,109,NY,HONDA,0812P,Q,RD
38,109,NY,HONDA,0757P,Q,BK
37,109,NY,ME/BE,0739P,Q,GY
71,109,NY,NISSA,0735P,Q,WHITE
38,109,IL,FORD,0717P,Q,GREY
38,109,NJ,LEXUS,0418P,Q,BLACK
14,109,NY,CHEVR,0413P,Q,GY
70,109,NY,GMC,0217P,Q,WH
71,109,NY,HONDA,0214P,Q,GY
37,109,NY,JEEP,0205P,Q,WH
40,109,NY,FORD,0130P,Q,WH
71,109,NY,TOYOT,0129P,Q,BK
20,109,NY,TOYOT,1214P,Q,GY
20,109,NY,BMW,1211P,Q,BK
20,109,NY,HONDA,0135P,Q,GY
71,109,NY,VOLKS,0121P,Q,BK
70,109,NY,ME/BE,0115P,Q,BK
20,109,NY,CHEVR,0103P,Q,BK
71,109,NY,DODGE,1259P,Q,GREY
70,109,NY,DODGE,1255P,Q,GREY
71,109,NY,BMW,1119A,Q,BK
71,109,NY,CHRYS,1056A,Q,BL
20,109,NY,LEXUS,1044A,Q,WH
71,109,NY,HONDA,1039A,Q,BL
71,109,NY,CHEVR,1034A,Q,BK
21,109,NY,CADIL,1005A,Q,BK
71,109,NY,TOYOT,0956A,Q,BK
71,109,NY,ACURA,0935A,Q,GY
21,109,VA,BMW,0915A,Q,BLACK
21,109,FL,HONDA,0910A,Q,WHITE
21,109,NY,HONDA,0907A,Q,BK
21,109,NY,TOYOT,0836A,Q,BK
38,109,NY,INFIN,0830A,Q,BK
14,109,NY,FRUEH,0810A,Q,WH
20,114,NY,HONDA,0528P,Q,GY
46,114,NY,KIA,0459P,Q,WH
37,114,NY,ME/BE,0221P,Q,BK
38,114,NY,VOLKS,0134P,Q,GY
40,114,CT,ME/BE,0111P,Q,BLACK
16,114,NY,MAZDA,1207P,Q,BK
50,67,NY,LEXUS,0110P,K,GY
46,67,MA,MERCU,0104P,K,GREY
71,62,NY,CHEVR,0945A,K,GR
21,62,NY,CHEVR,0945A,K,GR
20,109,NY,NISSA,1204P,Q,WH
37,109,NY,TOYOT,1158A,Q,BL
20,109,NY,BMW,1146A,Q,GY
20,109,NY,LEXUS,1145A,Q,BK
14,108,NY,ISUZU,0536P,Q,WHITE
71,108,NY,TOYOT,0404P,Q,YW
74,108,NY,TOYOT,0403P,Q,YW
74,108,NY,TOYOT,0403P,Q,YW
71,108,NY,TOYOT,0402P,Q,YW
71,108,NY,CHEVR,0345P,Q,WH
71,108,NY,FORD,0344P,Q,BL
70,108,NY,ISUZU,0331P,Q,WH
71,108,NY,HONDA,0241P,Q,WH
46,19,NY,INTER,0259P,NY,BROWN
20,19,NY,CHEVR,0212P,NY,WHITE
37,108,NY,TOYOT,0410P,Q,GL
71,115,NY,TOYOT,0353P,Q,GY
74,108,NY,BMW,0125P,Q,GY
19,108,NY,INTER,0121P,Q,WH
38,108,PA,GMC,1258P,Q,OTHER
37,108,NY,DODGE,1255P,Q,BL
16,108,NY,BMW,1252P,Q,GY
38,108,NY,TOYOT,1241P,Q,TN
71,115,NY,TOYOT,1215P,Q,BK
38,115,VA,NISSA,1212P,Q,WHITE
40,115,NJ,JEEP,1209P,Q,BLACK
71,109,NY,LEXUS,1002A,Q,TN
19,109,NY,FORD,0956A,Q,WHITE
61,108,NY,HIN,0214P,Q,WH
20,108,NC,ACURA,0211P,Q,GREY
20,108,NY,FORD,0158P,Q,BK
40,108,NY,HONDA,0153P,Q,GY
71,108,NY,TOYOT,0146P,Q,YW
46,108,NY,TOYOT,0144P,Q,GY
46,108,NY,TOYOT,0143P,Q,BK
20,108,NJ,HONDA,0140P,Q,GREY
71,108,NY,HONDA,0136P,Q,GY
70,108,NY,ISUZU,0135P,Q,WH
70,108,NY,ISUZU,0130P,Q,WH
71,108,NY,TOYOT,0121P,Q,BK
82,108,NY,INTER,0119P,Q,WH
70,108,NY,INTER,0118P,Q,WH
70,108,NY,ISUZU,0111P,Q,WH
70,108,NY,ISUZU,0109P,Q,WH
14,108,NY,INTER,1256P,Q,BROWN
14,19,NY,WORKH,1221P,NY,BROWN
46,19,NY,INTER,1120A,NY,BROWN
46,19,NY,WORKH,1059A,NY,BROWN
20,19,NJ,FORD,0941A,NY,WHITE
84,19,IN,MACK,0921A,NY,RED
19,19,IN,MACK,0920A,NY,RED
14,19,NY,CHRYS,0916A,NY,WHITE
84,19,NY,INTER,0911A,NY,WH
18,19,NY,INTER,0911A,NY,WH
14,19,NY,HIN,0905A,NY,WHG
46,19,NY,WORKH,0854A,NY,WH
38,19,MA,HONDA,0848A,NY,GREY
38,19,NY,FORD,0843A,NY,WH
21,19,NY,BMW,0837A,NY,BK
21,19,NY,CHRYS,0836A,NY,WHITE
38,19,NY,UTILI,0826A,NY,WHITE
14,19,NY,CHRYS,0822A,NY,WHITE
71,19,NY,UTILI,0811A,NY,WHITE
70,45,NY,HONDA,0431P,BX,BK
71,45,NY,CHEVR,0427P,BX,BK
71,45,NY,ACURA,0409P,BX,BK
71,45,NY,MITSU,0321P,BX,BL
71,45,NY,HONDA,0305P,BX,WH
71,45,NY,HONDA,0302P,BX,BK
71,45,NY,KIA,0223P,BX,RD
70,45,NY,KIA,0222P,BX,RD
14,45,NY,ME/BE,0211P,BX,BL
71,45,NY,HONDA,0205P,BX,BL
71,45,NY,MITSU,0200P,BX,RD
71,45,NY,TOYOT,0141P,BX,GY
71,45,NY,DODGE,0139P,BX,GL
71,45,NY,FORD,0138P,BX,GY
75,45,NY,FORD,0137P,BX,GY
70,66,NY,CHEVR,0949A,K,GREY
71,45,NY,FORD,0123P,BX,WH
14,1,NY,WORKH,0540P,NY,BROWN
20,1,NY,ISUZU,0513P,NY,WH
20,1,NJ,CHEVR,0420P,NY,RED
14,1,NY,NISSA,0409P,NY,WH
20,6,NY,FRUEH,0346P,NY,WHITE
20,6,NY,FORD,0344P,NY,BL
20,1,NY,TOYOT,0315P,NY,GY
20,1,NY,SMART,0312P,NY,WH
46,1,NY,FRUEH,0308P,NY,WHITE
14,1,NY,FRUEH,0301P,NY,BROWN
20,1,NY,NISSA,0249P,NY,WH
20,1,NY,FORD,0247P,NY,WH
20,1,NY,FORD,0243P,NY,BK
20,1,NY,CHEVR,0240P,NY,WH
20,1,FL,MITSU,0235P,NY,BLACK
46,1,NY,ME/BE,0229P,NY,WH
46,1,NY,FORD,0225P,NY,GY
46,1,NJ,MITSU,0154P,NY,WHITE
46,1,NY,WORKH,0148P,NY,BROWN
40,1,NY,NISSA,0114P,NY,WH
20,1,NY,NISSA,0113P,NY,WH
46,1,PA,GMC,0110P,NY,GREEN
14,1,NY,MITSU,0108P,NY,WH
20,1,NY,HONDA,0105P,NY,GR
20,1,NY,FORD,0100P,NY,WH
20,1,NY,UTILI,1249P,NY,WHITE
20,1,NY,GMC,1247P,NY,BL
20,6,NY,MITSU,1236P,NY,WH
48,6,NY,FRUEH,1230P,NY,WHITE
20,6,NY,INTER,1226P,NY,RD
20,6,NY,HIN,1213P,NY,WH
20,6,NY,HIN,1211P,NY,WH
20,6,NY,ME/BE,1208P,NY,WH
38,1,NY,HONDA,0603P,NY,GY
37,1,NS,DODGE,0506P,NY,GREY
37,1,FL,FORD,0445P,NY,WHITE
69,1,NY,GMC,0440P,NY,BROWN
17,1,NJ,LEXUS,0431P,NY,BLACK
31,1,LA,ME/BE,0428P,NY,BLACK
71,1,NY,FORD,0316P,NY,WH
14,1,NJ,FRUEH,0307P,NY,ORANG
38,1,NJ,GMC,0259P,NY,BLACK
37,1,QB,HYUND,0222P,NY,GREY
