Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Violation Time,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Law Section,Sub Division,Vehicle Color,Vehicle Year
8634006487,56653MA,NY,COM,01/02/2018,20,VAN,FORD,20191130,19,19,19,354164,T103,1130A,NY,F,407,E 91st St,408,d,BL,2012
8634006475,FYN4857,NY,PAS,01/02/2018,21,4DSD,CHEVR,20180605,19,19,19,354164,T103,1124A,NY,F,326,E 90th St,408,d1,GL,2003
8634006438,F32GCH,NJ,PAS,01/02/2018,21,SUBN,MAZDA,88880088,19,19,19,354164,T103,1112A,NY,O,315,E 88th St,408,d1,GREY,0
8634006414,WGV68U,NJ,PAS,01/02/2018,21,4DSD,NISSA,88880088,19,19,19,354164,T103,1107A,NY,F,432,E 88th St,408,d1,GREY,0
8634006384,68475MH,NY,COM,01/02/2018,70,VAN,FORD,20171231,19,19,19,354164,T103,1056A,NY,F,1665,1st Ave,408,j3,WH,2003
8634006360,2703177,IN,PAS,01/02/2018,84,TRAC,FRUEH,88880088,19,19,19,354164,T103,1030A,NY,F,1705,1st Ave,408,k7,WHITE,0
8634006359,2703177,IN,PAS,01/02/2018,46,TRAC,FRUEH,88880088,19,19,19,354164,T103,1029A,NY,F,1705,1st Ave,408,F1,WHITE,0
8634006347,46595MK,NY,COM,01/02/2018,48,DELV,ISUZU,20180531,19,19,19,354164,T103,1027A,NY,F,400,E 89th St,408,e9,RD,2017
8634006335,34154MG,NY,COM,01/02/2018,20,VAN,FORD,20190228,19,19,19,354164,T103,1021A,NY,O,406,E 91st St,408,d,BL,2015
8634006323,61129MC,NY,COM,01/02/2018,20,VAN,CHEVR,88880088,19,19,19,354164,T103,1016A,NY,O,438,E 92nd St,408,d,WHITE,2012
8634006300,94905JA,NY,COM,01/02/2018,17,VAN,INTER,88880088,19,19,19,354164,T103,1012A,NY,F,424,E 92nd St,408,c4,BROWN,2001
8634006293,AP4542,NY,COM,01/02/2018,21,VAN,CHEVR,20190131,19,19,19,354164,T103,1007A,NY,F,320,E 93rd St,408,d1,GY,2010
8634006270,96180MD,NY,COM,01/02/2018,40,VAN,FORD,20191231,19,19,19,354164,T103,0959A,NY,F,339,E 95th St,408,e2,WH,2010
8634006268,32473ME,NY,COM,01/02/2018,14,VAN,FORD,20190731,19,19,19,354164,T103,0956A,NY,F,312,E 95th St,408,c,WH,2012
8634006256,62416MB,NY,COM,01/02/2018,14,VAN,FORD,20180430,19,19,19,354164,T103,0955A,NY,F,312,E 95th St,408,c,WH,2012
8634006244,49279KA,NY,COM,01/02/2018,14,VAN,FORD,88880088,19,19,19,354164,T103,0952A,NY,F,1848,2nd Ave,408,c,WHITE,2009
8634006232,76431MK,NY,COM,01/02/2018,82,VAN,CHEVR,20190930,19,19,19,354164,T103,0947A,NY,F,202,E 96th St,408,k1,WH,2012
8634006220,76431MK,NY,COM,01/02/2018,20,VAN,CHEVR,20190930,19,19,19,354164,T103,0947A,NY,F,202,E 96th St,408,d,WH,2012
8634006219,63470JM,NY,COM,01/02/2018,20,VAN,INTER,88880088,19,19,19,354164,T103,0943A,NY,F,216,E 96th St,408,d,BROWN,1995
8634006207,32484MH,NY,COM,01/02/2018,20,SUBN,NISSA,20181116,19,19,19,354164,T103,0942A,NY,F,224,E 96th St,408,d,BK,2016
8634006190,12415MH,NY,COM,01/02/2018,14,VAN,FORD,20190531,19,19,19,354164,T103,0941A,NY,F,1850,2nd Ave,408,c,WH,2007
8634006189,81693JN,NY,COM,01/02/2018,14,DELV,INTER,20181130,19,19,19,354164,T103,0940A,NY,F,1850,2nd Ave,408,c,WH,2004
8633816866,T751328C,NY,OMT,01/02/2018,21,4DSD,TOYOT,20180930,62,62,62,347615,T302,0938A,K,F,2828,Neptune Ave,408,d1,BK,2014
8633816805,T720245C,NY,OMT,01/02/2018,21,4DSD,TOYOT,20181130,62,62,62,347615,T302,0916A,K,O,2676,W 36th St,408,d1,BK,2017
8633816763,N21HZN,NJ,PAS,01/02/2018,14,SUBN,ACURA,88880088,62,62,62,347615,T302,0853A,K,O,2057,Surf Ave,408,c,GREY,0
8633816751,23402231,NC,PAS,01/02/2018,14,4DSD,KIA,20180188,62,62,62,347615,T302,0849A,K,I,E,W 21st St,408,c,GREY,0
8633816726,BMB8897,NY,PAS,01/02/2018,21,SUBN,GMC,20180706,62,62,62,347615,T302,0844A,K,O,2920,W 21st St,408,d1,GL,1999
8633816714,VVB6664,VA,PAS,01/02/2018,21,SUBN,LEXUS,20180388,62,62,62,347615,T302,0840A,K,I,E,W 21st St,408,d1,SILVE,0
8633816702,EYF4784,NY,PAS,01/02/2018,21,SUBN,DODGE,20180329,62,62,62,347615,T302,0837A,K,I,E,W 22nd St,408,d1,BK,2007
8633816684,AD10247,CT,PAS,01/02/2018,21,SUBN,TOYOT,20180088,62,62,62,347615,T302,0833A,K,I,E,W 22nd St,408,d1,BLUE,0
8633816660,TN100470,AL,PAS,01/02/2018,21,4DSD,HONDA,20180188,62,62,62,347615,T302,0824A,K,I,E,W 17th St,408,d1,WHITE,0
8633816600,AWC8079,WA,PAS,01/02/2018,21,4DSD,ME/BE,20180788,62,62,62,347615,T302,0812A,K,F,2879,W 16th St,408,d1,BLACK,0
8633816593,T690022C,NY,OMT,01/02/2018,21,SUBN,TOYOT,20180731,62,62,62,347615,T302,0810A,K,F,2829,W 16th St,408,d1,BK,2013
8633816581,908456N,NJ,PAS,01/02/2018,21,4DSD,NISSA,88880088,62,62,62,347615,T302,0807A,K,F,2805,W 16th St,408,d1,GREEN,0
8633816568,DTY4785,NY,PAS,01/02/2018,40,SUBN,NISSA,20181029,62,62,62,347615,T302,0747A,K,F,2401,83rd St,408,e2,BK,2012
8633816556,T663403C,NY,OMT,01/02/2018,40,4DSD,TOYOT,20180930,62,62,62,347615,T302,0744A,K,F,2301,83rd St,408,e2,BK,2015
8633816532,CFH8352,GA,PAS,01/02/2018,40,4DSD,DODGE,20180388,62,62,62,347615,T302,0732A,K,F,2415,85th St,408,e2,BLACK,0
8633816520,DMR6627,NY,PAS,01/02/2018,20,SUBN,FORD,20180130,62,62,62,347615,T302,0729A,K,I,N,85th St,408,d,GY,2004
8633816519,T719275C,NY,OMT,01/02/2018,21,4DSD,HYUND,20181031,62,62,62,347615,T302,0722A,K,I,S,New Utrecht Ave,408,d1,BK,2017
8633816477,U79FHF,NJ,PAS,01/02/2018,21,SUBN,CHRYS,88880088,62,62,62,347615,T302,0713A,K,I,S,New Utrecht Ave,408,d1,BLACK,0
8633816465,2214284,IL,PAS,01/02/2018,21,PICK,DODGE,20181288,62,62,62,347615,T302,0710A,K,F,7608,New Utrecht Ave,408,d1,RED,0
8633816404,T697141C,NY,OMT,01/02/2018,21,4DSD,TOYOT,20180331,62,62,62,347615,T302,0649A,K,F,6809,New Utrecht Ave,408,d1,BK,2012
8633816362,DNM6503,MI,PAS,01/02/2018,21,4DSD,NISSA,20180188,62,62,62,347615,T302,0643A,K,O,7208,New Utrecht Ave,408,d1,GREY,0
8633816350,HSH3303,NY,PAS,01/02/2018,21,4DSD,ACURA,20190723,62,62,62,347615,T302,0641A,K,F,7305,New Utrecht Ave,408,d1,BL,2008
8633816349,54205MB,NY,COM,01/02/2018,21,VAN,FORD,20190831,62,62,62,347615,T302,0641A,K,F,7305,New Utrecht Ave,408,d1,GY,2006
8633816337,14613JC,NY,COM,01/02/2018,21,PICK,TOYOT,20190331,62,62,62,347615,T302,0640A,K,F,7305,New Utrecht Ave,408,d1,WH,2011
8633816234,T742500C,NY,OMT,01/02/2018,20,4DSD,HONDA,20180731,62,62,62,347615,T302,0615A,K,F,7516,Bay Pky,408,d,GY,2014
8633816209,FHP5964,NY,PAS,01/02/2018,20,SUBN,CHRYS,20190616,62,62,62,347615,T302,0612A,K,F,7516,Bay Pky,408,d,BK,2010
8633816192,PF252B,FL,PAS,01/02/2018,40,SUBN,DODGE,20181288,62,62,62,347615,T302,0607A,K,F,261,Avenue P,408,e2,BLUE,0
8632515330,GMZ4663,NY,PAS,01/02/2018,14,SUBN,HONDA,20180403,44,44,44,365930,T201,0952P,BX,F,1363,Jerome Ave,408,c,GY,2005
8632515329,22831MK,NY,COM,01/02/2018,50,VAN,GMC,20190531,44,44,44,365930,T201,0944P,BX,I,W,Macombs Rd,408,e5,YW,2012
8632515317,T676778C,NY,OMT,01/02/2018,71,4DSD,TOYOT,20180630,44,44,44,365930,T201,0935P,BX,F,170,W Tremont Ave,408,j6,BK,2015
8632515287,DVB2561,MI,PAS,01/02/2018,19,SUBN,TOYOT,88880088,44,44,44,365930,T201,0924P,BX,F,1750,Sedgwick Ave,408,c3,OTHER,0
8632515251,FSC5825,NY,PAS,01/02/2018,40,SUBN,TOYOT,20190917,44,44,44,365930,T201,0903P,BX,F,1356,University Ave,408,e2,WH,2011
8632515196,FPJ1683,NY,PAS,01/02/2018,20,SUBN,DODGE,20180114,44,44,44,365930,T201,0828P,BX,F,1170,Nelson Ave,408,d,GY,2006
8632515159,626939C,TX,PAS,01/02/2018,19,4DSD,ACURA,20171288,46,46,46,365930,T201,0740P,BX,F,9,W Tremont Ave,408,c3,BLACK,0
8632515068,ETV2525,NY,PAS,01/02/2018,70,SUBN,HONDA,20171229,49,49,49,365930,T201,0327P,BX,F,2555,Williamsbridge Rd,408,j3,BK,2007
8632515044,EVV6983,NY,PAS,01/02/2018,70,4DSD,HONDA,20191222,49,49,49,365930,T201,0239P,BX,O,2712,Williamsbridge Rd,408,j3,RD,2015
8632515032,EVV6983,NY,PAS,01/02/2018,71,4DSD,HONDA,20191222,49,49,49,365930,T201,0239P,BX,O,2712,Williamsbridge Rd,408,j6,RD,2015
8632514957,53754ME,NY,COM,01/02/2018,51,VAN,GMC,20180731,49,49,49,365930,T201,0140P,BX,F,2019,Williamsbridge Rd,408,e3,WH,2007
8632514908,ZJL8918,PA,PAS,01/02/2018,38,VAN,CHEVR,20180088,49,49,49,365930,T201,0116P,BX,F,1607,Williamsbridge Rd,408,h1,WHITE,0
8632514854,ETX2751,NY,PAS,01/02/2018,20,4DSD,HONDA,20190731,45,45,45,365930,T201,1252P,BX,O,1345,Ponton Ave,408,d,BK,2005
8631552720,CRB2440,NY,PAS,01/02/2018,38,4DSD,NISSA,20191007,109,109,109,358645,T401,0823P,Q,F,40-09,40th Rd,408,h1,BK,2005
8631552719,BZET990,ON,PAS,01/02/2018,14,SUBN,PORSC,88880088,109,109,109,358645,T401,0819P,Q,O,40-09,40th Rd,408,c,GREY,0
8631552707,HVV5346,NY,PAS,01/02/2018,14,SUBN,TOYOT,20191217,109,109,109,358645,T401,0816P,Q,O,40-09,40th Rd,408,c,BK,2018
8631552677,XCSV34,NJ,PAS,01/02/2018,37,DELV,MITSU,88880088,109,109,109,358645,T401,0741P,Q,F,136-21,41st Ave,408,h1,WHITE,0
8631552641,FPF2368,NY,PAS,01/02/2018,38,SUBN,ME/BE,20190728,109,109,109,358645,T401,0726P,Q,I,N,39th Ave,408,h1,WH,2016
8631552628,QS,PA,PAS,01/02/2018,38,4DSD,VOLKS,20170788,109,109,109,358645,T401,0710P,Q,F,136-11,38th Ave,408,h1,WHITE,0
8631552604,EPZ3322,NY,PAS,01/02/2018,14,SUBN,CHEVR,20190208,109,109,109,358645,T401,0703P,Q,F,136-39,37th Ave,408,c,RD,2004
8631552598,ECP7691,NY,PAS,01/02/2018,37,SUBN,NISSA,20190820,114,114,114,358645,T401,0506P,Q,I,,Steinway Lot #1,408,h1,WH,2014
8631552586,CTDD85,FL,PAS,01/02/2018,38,SUBN,DODGE,20180688,114,114,114,358645,T401,0447P,Q,F,30-48,Steinway St,408,h1,SILVE,0
8631552562,T746657C,NY,OMT,01/02/2018,20,4DSD,HYUND,20180630,114,114,114,358645,T401,0416P,Q,F,38-02,Broadway,408,d,GL,2012
8631552550,FPY2968,NY,PAS,01/02/2018,37,SUBN,NISSA,20190915,114,114,114,358645,T401,0409P,Q,F,35-03,Broadway,408,h1,BR,2013
8631552549,T670502C,NY,OMT,01/02/2018,37,SUBN,ME/BE,20180228,114,114,114,358645,T401,0405P,Q,O,33-16,Broadway,408,h1,BK,2010
8631552513,8LSS20,MA,PAS,01/02/2018,38,SUBN,NS/OT,20191088,114,114,114,358645,T401,0248P,Q,O,31-90,31st St,408,h1,BLUE,0
8631552501,BGL2706,NY,PAS,01/02/2018,37,SUBN,ACURA,20180113,114,114,114,358645,T401,0233P,Q,F,32-05,Broadway,408,h1,BK,2016
8631552483,CSL3553,NY,PAS,01/02/2018,71,SUBN,NISSA,20191116,114,114,114,358645,T401,0220P,Q,F,25-30,Broadway,408,j6,GY,2004
8631552471,66475MJ,NY,COM,01/02/2018,37,VAN,FORD,20181231,114,114,114,358645,T401,0217P,Q,F,25-44,29th St,408,h1,WH,2015
8631552458,FPF5284,NY,PAS,01/02/2018,71,4DSD,BMW,20190629,114,114,114,358645,T401,0207P,Q,F,31-18,32nd St,408,j6,WH,2013
8631552422,FCV5953,NY,PAS,01/02/2018,71,SUBN,LEXUS,20181102,114,114,114,358645,T401,0137P,Q,F,32-09,37th St,408,j6,GY,2016
8631552410,FHY5174,NY,PAS,01/02/2018,38,SUBN,ROVER,20190306,114,114,114,358645,T401,0118P,Q,F,47-14,Broadway,408,h1,GY,2002
8631552392,GRR1551,NY,PAS,01/02/2018,37,4DSD,TOYOT,20180827,114,114,114,358645,T401,1249P,Q,F,31-53,Steinway St,408,h1,GY,2007
8631552380,T729654C,NY,OMT,01/02/2018,70,4DSD,NISSA,20171231,114,114,114,358645,T401,1235P,Q,F,37-01,37th St,408,j3,BK,2017
8631552379,T92FZN,NJ,PAS,01/02/2018,38,SUBN,ROVER,88880088,114,114,114,358645,T401,1230P,Q,F,34-12,31st Ave,408,h1,BLACK,0
8634352821,PAR72870,MN,PAS,01/02/2018,82,REFG,FRUEH,88880088,14,14,14,350408,T106,0954A,NY,O,131,W 35th St,408,k1,WHITE,0
8634352810,AA99524,CT,COM,01/02/2018,31,VAN,NISSA,88880088,14,14,14,350408,T106,0951A,NY,F,147,W 35th St,408,l3,WHITE,0
8634352808,AA99524,CT,COM,01/02/2018,82,VAN,NISSA,88880088,14,14,14,350408,T106,0950A,NY,F,147,W 35th St,408,k1,WHITE,0
8634352791,56565MB,NY,COM,01/02/2018,69,VAN,CHEVR,88880088,14,14,14,350408,T106,0948A,NY,F,147,W 35th St,408,h1,WHITE,0
8634352780,63673JM,NY,COM,01/02/2018,14,VAN,INTER,88880088,14,14,14,350408,T106,0946A,NY,F,161,W 35th St,408,c,BROWN,0
8634352778,2686147,IN,PAS,01/02/2018,14,DELV,NS/OT,88880088,14,14,14,350408,T106,0944A,NY,F,161,W 35th St,408,c,YELLO,0
8634352766,99023MC,NY,COM,01/02/2018,14,VAN,DODGE,88880088,14,14,14,350408,T106,0942A,NY,O,147,W 35th St,408,c,WHITE,0
8634352754,34560MD,NY,COM,01/02/2018,69,REFG,ISUZU,20190430,14,14,14,350408,T106,0939A,NY,F,462,7th Ave,408,h1,OR,2013
8634352742,ECZW85,FL,PAS,01/02/2018,31,VAN,DODGE,88880088,14,14,14,350408,T106,0811A,NY,F,240,W 35th St,408,l3,WHITE,0
8634352730,20645JH,NY,COM,01/02/2018,10,DELV,INTER,20181031,14,14,14,350408,T106,0806A,NY,F,461,8th Ave,408,b,WH,2004
8634352729,OLPEGA32,NJ,PAS,01/02/2018,14,VAN,FORD,88880088,14,14,14,350408,T106,0805A,NY,O,461,8th Ave,408,c,BLACK,0
8634352717,PRZ9817N,MN,PAS,01/02/2018,31,REFG,FRUEH,88880088,14,14,14,350408,T106,0757A,NY,O,225,W 35th St,408,l3,WHITE,0
8634352705,PRZ9817N,MN,PAS,01/02/2018,82,REFG,FRUEH,88880088,14,14,14,350408,T106,0756A,NY,O,225,W 35th St,408,k1,WHITE,0
8634352699,XFCT58,NJ,PAS,01/02/2018,31,VAN,FORD,88880088,14,14,14,350408,T106,0752A,NY,O,254,W 35th St,408,l3,WHITE,0
8634352687,XFCT58,NJ,PAS,01/02/2018,82,VAN,FORD,88880088,14,14,14,350408,T106,0751A,NY,O,254,W 35th St,408,k1,WHITE,0
8634352663,64065MD,NY,COM,01/02/2018,40,PICK,CHEVR,20190430,14,14,14,350408,T106,0745A,NY,I,W,7th Ave,408,e2,WH,2017
8634352651,38426JX,NY,COM,01/02/2018,14,FLAT,INTER,20180228,14,14,14,350408,T106,0743A,NY,F,204,W 35th St,408,c,WH,2008
8634352640,89381MJ,NY,COM,01/02/2018,14,VAN,NS/OT,88880088,14,14,14,350408,T106,0741A,NY,O,458,7th Ave,408,c,BROWN,0
8634352638,5L20A,NY,OMT,01/02/2018,13,TAXI,NISSA,20180228,14,14,14,350408,T106,0740A,NY,O,458,7th Ave,408,c2,YW,2016
8633765202,XT499C,NJ,PAS,01/02/2018,19,DELV,NS/OT,88880088,61,61,61,364935,T302,0612A,K,F,906,Kings Hwy,408,c3,YELLO,0
8633765196,T746802C,NY,OMT,01/02/2018,71,SUBN,FORD,20180630,61,61,61,364935,T302,0610A,K,F,1416,Kings Hwy,408,j6,BK,2016
8633765184,T742227C,NY,OMT,01/02/2018,71,4DSD,HONDA,20180630,61,61,61,364935,T302,0608A,K,F,1712,Kings Hwy,408,j6,GY,2017
8633200533,CCA5120,FL,PAS,01/02/2018,20,4DSD,MAZDA,20180088,109,109,109,356499,T740,1002A,Q,I,S,45th Ave,408,d,BLACK,0
8633200508,CVV1689,NY,PAS,01/02/2018,20,4DSD,TOYOT,20180510,109,109,109,356499,T740,0854A,Q,F,42-47,Syringa Pl,408,d,GY,2004
8633200480,FSL4131,NY,PAS,01/02/2018,14,SUBN,TOYOT,20191017,109,109,109,356499,T740,0835A,Q,I,W,137th Pl,408,c,BK,2011
8633200466,T758627C,NY,OMT,01/02/2018,20,SUBN,NISSA,20181031,109,109,109,356499,T740,0818A,Q,O,132-35,41st Rd,408,d,BK,2015
8633200454,AH71209,CT,PAS,01/02/2018,20,SUBN,NISSA,20180088,109,109,109,356499,T740,0806A,Q,F,134-09,36th Rd,408,d,BLACK,0
8632470620,EUZ4899,NY,PAS,01/02/2018,71,4DSD,KIA,20171013,121,121,121,362223,T303,0444P,R,O,176,Elvin St,408,j6,GY,2004
8632470619,EUZ4899,NY,PAS,01/02/2018,70,4DSD,KIA,20171013,121,121,121,362223,T303,0443P,R,O,176,Elvin St,408,j3,GY,2004
8632470590,EGE8617,NY,PAS,01/02/2018,71,SUBN,SATUR,20191108,121,121,121,362223,T303,0344P,R,F,30,Holden Blvd,408,j6,BL,2007
8632470565,EXM2344,NY,PAS,01/02/2018,71,4DSD,HONDA,20180314,121,121,121,362223,T303,0319P,R,F,186,Fanning St,408,j6,BK,0
8632470553,EUZ7855,NY,PAS,01/02/2018,70,4DSD,ME/BE,20171222,121,121,121,362223,T303,0300P,R,F,191,Melba St,408,j3,BK,2016
8632470528,FBE6935,NY,PAS,01/02/2018,71,2DSD,HYUND,20180526,121,121,121,362223,T303,0241P,R,F,175,Quinlan Ave,408,j6,GY,2010
8632470425,FTV6453,NY,PAS,01/02/2018,70,4DSD,SATUR,20171109,121,121,121,362223,T303,0210P,R,F,144,Roosevelt Ave,408,j3,BL,1998
8632470395,99935MG,NY,COM,01/02/2018,70,VAN,FORD,20170930,121,121,121,362223,T303,0157P,R,F,691,Harris Ave,408,j3,WH,2015
8632470358,752BAH,NY,SPO,01/02/2018,71,SUBN,CHRYS,20180130,121,121,121,362223,T303,0144P,R,F,175,Sunset Ave,408,j6,TN,2005
8632470292,ELJ5186,NY,PAS,01/02/2018,71,2DSD,HONDA,20181006,121,121,121,362223,T303,0123P,R,F,995,Westwood Ave,408,j6,GY,2007
8632470280,ELJ5186,NY,PAS,01/02/2018,40,2DSD,HONDA,20181006,121,121,121,362223,T303,0122P,R,F,995,Westwood Ave,408,e2,GY,2007
8634709700,FSK7051,NY,PAS,01/02/2018,70,SUBN,JEEP,20171011,23,23,23,354084,T103,0801P,NY,O,1184,5th Ave,408,j3,BK,2015
8634709693,FSK7051,NY,PAS,01/02/2018,38,SUBN,JEEP,20171011,23,23,23,354084,T103,0800P,NY,O,1184,5th Ave,408,h1,BK,2015
8634709681,CUR2797,NY,PAS,01/02/2018,20,4DSD,HONDA,20180308,28,28,28,354084,T103,0546P,NY,I,N,W 126th St,408,d,BK,0
8634709644,ESTEB4N,NY,OMT,01/02/2018,71,SUBN,ACURA,20180731,28,28,28,354084,T103,0413P,NY,F,188,St Nicholas Ave,408,j6,BK,2012
8634709607,DTH4463,NY,PAS,01/02/2018,71,SUBN,TOYOT,20180506,32,32,32,354084,T103,0243P,NY,F,101,Macombs Pl,408,j6,BL,2014
8634709590,EPW9634,NY,PAS,01/02/2018,71,SUBN,MITSU,20190421,32,32,32,354084,T103,0241P,NY,I,W,Macombs Pl,408,j6,BK,2001
8634709589,95303MD,NY,COM,01/02/2018,19,DELV,FRUEH,88880088,32,32,32,354084,T103,0234P,NY,F,101-125,W 147th St,408,c3,BROWN,2014
8634709577,FYZ1840,NY,PAS,01/02/2018,14,4DSD,ACURA,20180701,32,32,32,354084,T103,0233P,NY,F,720,Lenox Ave,408,c,GL,2003
8634709565,FYZ1840,NY,PAS,01/02/2018,71,4DSD,ACURA,20180701,32,32,32,354084,T103,0232P,NY,F,720,Lenox Ave,408,j6,GL,2003
8634709553,DGM2785,NY,PAS,01/02/2018,71,SUBN,NISSA,20190301,32,32,32,354084,T103,0231P,NY,F,720,Lenox Ave,408,j6,BL,1994
8634709541,T727063C,NY,OMT,01/02/2018,71,4DSD,TOYOT,20180531,32,32,32,354084,T103,0229P,NY,F,720,Lenox Ave,408,j6,GY,2015
8634709528,35412MB,NY,COM,01/02/2018,14,DELV,WORKH,88880088,30,30,30,354084,T103,0216P,NY,F,259,Convent Ave,408,c,BROWN,2011
8634709504,S81JGH,NJ,PAS,01/02/2018,24,SUBN,BMW,88880088,30,30,30,354084,T103,0202P,NY,I,N,St Nicholas Ter,408,d5,BLUE,0
8634709498,EMY7218,NY,PAS,01/02/2018,24,SUBN,TOYOT,20181202,30,30,30,354084,T103,0200P,NY,I,N,St Nicholas Ter,408,d5,BR,2006
8634709486,22698506,GA,PAS,01/02/2018,24,4DSD,NISSA,20180188,30,30,30,354084,T103,0157P,NY,I,N,St Nicholas Ter,408,d5,RED,0
8634709474,8HZS40,MA,PAS,01/02/2018,20,SUBN,NISSA,20181088,30,30,30,354084,T103,0154P,NY,F,260,Convent Ave,408,d,GREY,0
8634709462,HTA2447,NY,PAS,01/02/2018,20,4DSD,HONDA,20190609,30,30,30,354084,T103,0152P,NY,F,419,W 144th St,408,d,WHITE,2017
8634709401,334ZAG,CT,PAS,01/02/2018,46,4DSD,BMW,88880088,32,32,32,354084,T103,0130P,NY,F,141,W 139th St,408,f1,BLACK,0
8634709360,T740483C,NY,OMT,01/02/2018,71,4DSD,TOYOT,20180731,28,28,28,354084,T103,0110P,NY,F,370,St Nicholas Ave,408,j6,BK,2014
8634709309,14477JY,NY,COM,01/02/2018,14,DELV,FRUEH,88880088,28,28,28,354084,T103,1254P,NY,O,101,W 126th St,408,c,WHITE,2007
8632163772,19749JT,NY,COM,01/02/2018,19,DELV,INTER,88880088,115,115,115,352040,T401,1212P,Q,F,37-63,81st St,408,c3,BROWN,2005
8632163760,Z538689,IL,PAS,01/02/2018,37,SUBN,JEEP,20181188,115,115,115,352040,T401,1202P,Q,F,37-22,82nd St,408,h1,RED,0
8632163759,F91HVX,NJ,PAS,01/02/2018,46,SUBN,FORD,88880088,115,115,115,352040,T401,1118A,Q,F,81-19,41st Ave,408,f1,BLACK,0
8632163747,65993MK,NY,COM,01/02/2018,71,2DSD,FORD,20190727,115,115,115,352040,T401,1109A,Q,F,40-40,82nd St,408,j6,WH,2007
8632163735,7AF4314,MD,PAS,01/02/2018,46,SUBN,TOYOT,20190388,115,115,115,352040,T401,1105A,Q,O,40-18,82nd St,408,f1,RED,0
8632163723,88733MH,NY,COM,01/02/2018,69,VAN,FORD,20180331,115,115,115,352040,T401,1052A,Q,O,37-16,82nd St,408,h1,WH,2016
8632163693,N49HNL,NJ,PAS,01/02/2018,38,4DSD,NISSA,88880088,115,115,115,352040,T401,0952A,Q,F,35-64,80th St,408,h1,GREY,0
8632163670,29415PC,NY,IRP,01/02/2018,46,REFG,INTER,20180531,115,115,115,352040,T401,0945A,Q,O,80-19,37th Ave,408,F1,BL,2014
8632163668,41929JZ,NY,COM,01/02/2018,38,VAN,CHEVR,88880088,115,115,115,352040,T401,0942A,Q,O,37-03,81st St,408,h1,WHITE,2009
8632163656,96149JY,NY,COM,01/02/2018,38,4DSD,HYUND,20180731,115,115,115,352040,T401,0935A,Q,O,35-51,81st St,408,h1,PR,2008
8632163620,EEA1579,NY,PAS,01/02/2018,71,SUBN,FORD,20180124,115,115,115,352040,T401,0921A,Q,F,40-06,81st St,408,j6,GY,2003
8632163590,HVA6478,NY,PAS,01/02/2018,20,SUBN,HYUND,20190913,115,115,115,352040,T401,0859A,Q,I,W,78th St,408,d,GY,2014
8632163589,XU335F,NJ,PAS,01/02/2018,21,DELV,GMC,20180088,115,115,115,352040,T401,0848A,Q,F,78-27,37th Ave,408,d1,YELLO,0
8632163565,GXU2339,NY,PAS,01/02/2018,21,SUBN,DODGE,20190503,115,115,115,352040,T401,0825A,Q,F,82-14,37th Ave,408,d1,GY,2008
8632722992,95395MD,NY,COM,01/02/2018,46,VAN,FRUEH,88880088,19,19,19,358194,T103,0236P,NY,F,1480,York Ave,408,F1,GREY,2014
8632722980,49220KA,NY,COM,01/02/2018,14,DELV,FRUEH,88880088,19,19,19,358194,T103,0204P,NY,O,502,E 79th St,408,c,WHITE,2012
8632722955,23899ME,NY,COM,01/02/2018,46,VAN,FORD,20180430,19,19,19,358194,T103,0140P,NY,F,25,East End Ave,408,F1,WH,2014
8632722943,78831MB,NY,COM,01/02/2018,46,PICK,GMC,20180228,19,19,19,358194,T103,0139P,NY,F,25,East End Ave,408,F1,BL,1998
8632722931,15178MJ,NY,COM,01/02/2018,20,VAN,FORD,20180331,19,19,19,358194,T103,0138P,NY,F,20,East End Ave,408,d,BL,2016
8632722920,21767JA,NY,COM,01/02/2018,20,VAN,FORD,20181130,19,19,19,358194,T103,0137P,NY,F,20,East End Ave,408,d,BLUE,2006
8632722906,88977MA,NY,COM,01/02/2018,46,PICK,TOYOT,20181130,19,19,19,358194,T103,0133P,NY,I,E,East End Ave,408,F1,GY,2015
8632722890,71929MH,NY,COM,01/02/2018,46,VAN,NISSA,20191231,19,19,19,358194,T103,0131P,NY,I,E,East End Ave,408,F1,WH,2015
8632722888,8ABPFO,CT,PAS,01/02/2018,14,SUBN,SAAB,88880088,19,19,19,358194,T103,0129P,NY,I,E,East End Ave,408,c,BLACK,0
8632722876,FBH4585,NY,PAS,01/02/2018,14,CONV,SAAB,20180511,19,19,19,358194,T103,0127P,NY,I,E,East End Ave,408,c,GY,2005
8632722864,20318TC,NY,TRC,01/02/2018,46,TRAC,KENWO,20180331,19,19,19,358194,T103,0123P,NY,F,1670,York Ave,408,F1,WH,2007
8632722852,94901JA,NY,COM,01/02/2018,46,DELV,INTER,88880088,19,19,19,358194,T103,0120P,NY,F,1661,York Ave,408,F1,GREY,2001
8632722840,XARM36,NJ,PAS,01/02/2018,19,DELV,ISUZU,88880088,23,23,23,358194,T103,0116P,NY,O,1643,York Ave,408,c3,WHITE,0
8632722839,YYZ2050,PA,PAS,01/02/2018,46,VAN,CHEVR,88880088,23,23,23,358194,T103,0112P,NY,F,322,E 86th St,408,F1,WHITE,0
